Call Number/ID,image files,image labels,Repository Country,Repository City,Repository Name,Source Collection,Facets,Date (narrative),Date (range) start,Date (range) end,Page dimensions,Note(s),Support Material,Language,Place of origin,Script,Creator,Creator Role,Former Owner,FO Ref,Manuscript Name
Lewis E M 65.24,mcai650241.tif|mcai650242.tif|,Lewis E M 65.24 front|Lewis E M 65.24 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1425,1450,359 x 511 mm,"Initial S | These leaves can be dated to ca. 1430-1440. | This initial begins the first response of the first nocturn of Matins for the feast of Sts. Peter and Paul (June 29), 'Simon petre antequem de navi vocarem te novi te ' (Simon Peter, before I called you from the ship, I knew you ). Lewis E M 65:1-78 were once thought to have come from a single manuscript associated with the Cistercian monastery at Zwettl in Austria. It has been determined, however, that the leaves are from a number of separate manuscripts and were likely produced by a team of scribes and artists at the scriptorium of the Benedictine monastery at Melk.|These leaves can be dated to ca. 1430-1440. | This image shows the reverse of a leaf with a decorated initial from an antiphonary.|",Parchment,Latin,"Melk, Austria",Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Antiphonary
Lewis E M 65.24,mcai650241.tif|mcai650242.tif|,Lewis E M 65.24 front|Lewis E M 65.24 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Antiphonary, Liturgy, Austrian, Austria, Illumination, Illustration, Fragment",,,,,,,,,,,,,,
Lewis E M 65.25,mcai650251.tif|mcai650252.tif|,Lewis E M 65.25 front|Lewis E M 65.25 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1425,1450,357 x 520 mm,"Initial E | These leaves can be dated to ca. 1430-1440. | This initial begins the first response of the first nocturn of Matins for the feast of the Circumcision (Jan. 1), 'Ecce Angus Dei qui tollit peccata mundi' (Behold the Lamb of God who takes away the sins of the world). Lewis E M 65:1-78 were once thought to have come from a single manuscript associated with the Cistercian monastery at Zwettl in Austria. It has been determined, however, that the leaves are from a number of separate manuscripts and were likely produced by a team of scribes and artists at the scriptorium of the Benedictine monastery at Melk.|These leaves can be dated to ca. 1430-1440. | This image shows the reverse of a leaf with a decorated initial from an antiphonary.|",Parchment,Latin,"Melk, Austria",Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Antiphonary
Lewis E M 65.25,mcai650251.tif|mcai650252.tif|,Lewis E M 65.25 front|Lewis E M 65.25 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Antiphonary, Liturgy, Austrian, Austria, Illumination, Illustration, Fragment",,,,,,,,,,,,,,
Lewis E M 65.26,mcai650261.tif|mcai650262.tif|,Lewis E M 65.26 front|Lewis E M 65.26 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1425,1450,358 x 515 mm,"Initial O with the Virgin and Child | These leaves can be dated to ca. 1430-1440. | This initial begins the first antiphon of Lauds for the feast of the Circumcision (Jan. 1), 'O admirabile commercium creator generis humani animatum corpus sumens de vigine nasci dignatus est ' (O wondrous commerce, the creator of humanity having assumed a living body, deigned to be born of a virgin ). Lewis E M 65:1-78 were once thought to have come from a single manuscript associated with the Cistercian monastery at Zwettl in Austria. It has been determined, however, that the leaves are from a number of separate manuscripts and were likely produced by a team of scribes and artists at the scriptorium of the Benedictine monastery at Melk.|These leaves can be dated to ca. 1430-1440. | This image shows the reverse of a leaf with an historiated initial from an antiphonary|",Parchment,Latin,"Melk, Austria",Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Antiphonary
Lewis E M 65.26,mcai650261.tif|mcai650262.tif|,Lewis E M 65.26 front|Lewis E M 65.26 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Antiphonary, Liturgy, Austrian, Austria, Historiated initial, Fragment",,,,,,,,,,,,,,
Lewis E M 65.27,mcai650271.tif|mcai650272.tif|,Lewis E M 65.27 front|Lewis E M 65.27 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1425,1450,354 x 511 mm,"Initial O | These leaves can be dated to ca. 1430-1440. | This initial begins the first response of the first nocturn of Matins for Good Friday, 'Omnes amici mei dereliquerunt me et prevaluerunt insidiantes mihi tradidit me quem diligebam' (All my friends have forsaken me and those who lay in ambush for me have prevailed against me). Lewis E M 65:1-78 were once thought to have come from a single manuscript associated with the Cistercian monastery at Zwettl in Austria. It has been determined, however, that the leaves are from a number of separate manuscripts and were likely produced by a team of scribes and artists at the scriptorium of the Benedictine monastery at Melk.|These leaves can be dated to ca. 1430-1440. | This image shows the reverse of a leaf with a decorated initial from an antiphonary.|",Parchment,Latin,"Melk, Austria",Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Antiphonary
Lewis E M 65.27,mcai650271.tif|mcai650272.tif|,Lewis E M 65.27 front|Lewis E M 65.27 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Antiphonary, Liturgy, Austrian, Austria, Illumination, Illustration, Fragment",,,,,,,,,,,,,,
Lewis E M 65.28,mcai650281.tif|mcai650282.tif|,Lewis E M 65.28 front|Lewis E M 65.28 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1425,1450,360 x 521 mm,"Initial B | These leaves can be dated to ca. 1430-1440. | This initial begins the first antiphon for Lauds in the Octave of Epiphany, 'Baptizat miles regem servuus dominum suum Johannes salvatorem ' (John the soldier and servant baptized the Lord his Savior ). Lewis E M 65:1-78 were once thought to have come from a single manuscript associated with the Cistercian monastery at Zwettl in Austria. It has been determined, however, that the leaves are from a number of separate manuscripts and were likely produced by a team of scribes and artists at the scriptorium of the Benedictine monastery at Melk.|These leaves can be dated to ca. 1430-1440. | This image shows the reverse of a leaf with a decorated initial from an antiphonary.|",Parchment,Latin,"Melk, Austria",Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Antiphonary
Lewis E M 65.28,mcai650281.tif|mcai650282.tif|,Lewis E M 65.28 front|Lewis E M 65.28 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Antiphonary, Liturgy, Austrian, Austria, Illumination, Illustration, Fragment",,,,,,,,,,,,,,
Lewis E M 65.29,mcai650291.tif|mcai650292.tif|,Lewis E M 65.29 front|Lewis E M 65.29 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1425,1450,354 x 513 mm,"Initial S | These leaves can be dated to ca. 1430-1440. | This initial begins the first response of the first nocturn of Matins for Holy Saturday, 'Sicut ovis ad occisionem ductus est et dum male tractaretur non aperuit os suum' (Like a sheep he was led to the slaughter and though he was harshly treated, he opened not his mouth).Lewis E M 65:1-78 were once thought to have come from a single manuscript associated with the Cistercian monastery at Zwettl in Austria. It has been determined, however, that the leaves are from a number of separate manuscripts and were likely produced by a team of scribes and artists at the scriptorium of the Benedictine monastery at Melk.|These leaves can be dated to ca. 1430-1440. | This image shows the reverse of a leaf with a decorated initial from an antiphonary.|",Parchment,Latin,"Melk, Austria",Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Antiphonary
Lewis E M 65.29,mcai650291.tif|mcai650292.tif|,Lewis E M 65.29 front|Lewis E M 65.29 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Antiphonary, Liturgy, Austrian, Austria, Illumination, Illustration, Fragment",,,,,,,,,,,,,,
Lewis E M 65.30,mcai650301.tif|mcai650302.tif|,Lewis E M 65.30 front|Lewis E M 65.30 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1425,1450,360 x 521 mm,"Initial D | These leaves can be dated to ca. 1430-1440. | This initial begins the first response of the first nocturn of Matins for the Sundays between the octave of Pentecost and October, 'Domine ne in ira tua arguas me neque in furore tuo corripias me' (O Lord blame me not in your wrath nor seize me in your fury). Lewis E M 65:1-78 were once thought to have come from a single manuscript associated with the Cistercian monastery at Zwettl in Austria. It has been determined, however, that the leaves are from a number of separate manuscripts and were likely produced by a team of scribes and artists at the scriptorium of the Benedictine monastery at Melk.|These leaves can be dated to ca. 1430-1440. | This image shows the reverse of a leaf with an decorated initial from an antiphonary.|",Parchment,Latin,"Melk, Austria",Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Antiphonary
Lewis E M 65.30,mcai650301.tif|mcai650302.tif|,Lewis E M 65.30 front|Lewis E M 65.30 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Antiphonary, Liturgy, Austrian, Austria, Illumination, Illustration, Fragment",,,,,,,,,,,,,,
Lewis E M 65.31,mcai650311.tif|mcai650312.tif|,Lewis E M 65.31 front|Lewis E M 65.31 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1425,1450,356 x 510 mm,"Initial L | These leaves can be dated to ca. 1430-1440. | This initial begins the first antiphon of Lauds for the feast of St. Lawrence (August 10), 'Laurentius ingressus est martyr et confesus est nomen domini jesu christi' (Lawrence entered with the spirit of the martyr and confessed the name of the Lord Jesus Christ). Lewis E M 65:1-78 were once thought to have come from a single manuscript associated with the Cistercian monastery at Zwettl in Austria. It has been determined, however, that the leaves are from a number of separate manuscripts and were likely produced by a team of scribes and artists at the scriptorium of the Benedictine monastery at Melk.|These leaves can be dated to ca. 1430-1440. | This image shows the reverse of a leaf with a decorated initial from an antiphonary.|",Parchment,Latin,"Melk, Austria",Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Antiphonary
Lewis E M 65.31,mcai650311.tif|mcai650312.tif|,Lewis E M 65.31 front|Lewis E M 65.31 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Antiphonary, Liturgy, Austrian, Austria, Illumination, Illustration, Fragment",,,,,,,,,,,,,,
Lewis E M 65.32,mcai650321.tif|mcai650322.tif|,Lewis E M 65.32 front|Lewis E M 65.32 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1425,1450,357 x 513 mm,"Initial V with the Virgin Mary in prayer | These leaves can be dated to ca. 1430-1440. | This initial begins the first response of the first nocturn of Matins for the feast of the Assumption of the Virgin (Aug. 15), 'Vidi speciosam sicut columbam ascendentem desuper rivos aquarum cuius unestimabilis oder erat nimis in vestimentis eius' (I saw her, fair as a dove, taking flight over running waters; and a priceless perfume permeated her garments). Lewis E M 65:1-78 were once thought to have come from a single manuscript associated with the Cistercian monastery at Zwettl in Austria. It has been determined, however, that the leaves are from a number of separate manuscripts and were likely produced by a team of scribes and artists at the scriptorium of the Benedictine monastery at Melk.|These leaves can be dated to ca. 1430-1440. | This image shows the reverse of a leaf with an historiated initial from an antiphonary.|",Parchment,Latin,"Melk, Austria",Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Antiphonary
Lewis E M 65.32,mcai650321.tif|mcai650322.tif|,Lewis E M 65.32 front|Lewis E M 65.32 reverse|,United States,Philadelphia,Free Library of Philadelphia,,"15th century, Antiphonary, Liturgy, Austrian, Austria, Historiated initial, Fragment",,,,,,,,,,,,,,
Lewis E M 65.33,mcai650331.tif|mcai650332.tif|,Lewis E M 65.33 front|Lewis E M 65.33 reverse|,United States,Philadelphia,Free Library of Philadelphia,John Frederick Lewis Collection of European Manuscripts,,,1425,1450,360 x 509 mm,"Initial V | These leaves can be dated to ca. 1430-1440. | This initial begins the first antiphon of Lauds for All Saints (Feb. 2), 'Vidi turbam magnam, quam dinumerare nemo poterat, ex omnibus gentibus stantes ante thronum' (I saw a great multitude which no man could number, out of every nation, standing before the throne). Lewis E M 65:1-78 were once thought to have come from a single manuscript associated with the Cistercian monastery at Zwettl in Austria. It has been determined, however, that the leaves are from a number of separate manuscripts and were likely produced by a team of scribes and artists at the scriptorium of the Benedictine monastery at Melk.|These leaves can be dated to ca. 1430-1440. | This image shows the reverse of a leaf with a decorated initial from an antiphonary. This side of the leaf, the true recto, contains chants for Matins.|",Parchment,Latin,"Melk, Austria",Gothic bookhand,,,"Lewis, John Frederick, 1860-1932",http://viaf.org/viaf/63874811,Antiphonary
